StartTime,StopTime,Duration,ActivityLabel,ActivityType
3351.607,3353.263,1.656,TalkU,AuralOral Communication
3351.89,3354.137,2.247,TurnL,Head Movement
3354.145,3355.07,0.925,TurnR,Head Movement
3354.488,3361.04,6.552,TalkU,AuralOral Communication
3355.07,3356.318,1.248,FaceForward,Head Movement
3356.318,3360.799,4.481,TurnR,Head Movement
3360.799,3363.011,2.212,Nod,Head Movement
3363.011,3365.081,2.07,TurnL,Head Movement
3364.016,3367.704,3.688,ListenU,AuralOral Communication
3365.081,3366.646,1.565,TurnL,Head Movement
3366.646,3369.004,2.358,FaceForward,Head Movement
3368.096,3381.768,13.672,TalkU,AuralOral Communication
3369.004,3370.915,1.911,Shake,Head Movement
3370.915,3371.452,0.537,TurnL,Head Movement
3371.452,3374.319,2.867,FaceDown,Head Movement
3374.324,3376.018,1.694,TurnL,Head Movement
3376.018,3377.3720000000003,1.354,FaceDown,Head Movement
3377.372,3378.081,0.709,TurnR,Head Movement
3378.081,3380.572,2.491,FaceDown,Head Movement
3380.582,3381.762,1.18,Nod,Head Movement
3381.762,3384.087,2.325,TurnL,Head Movement
3383.849,3384.744,0.895,TalkU,AuralOral Communication
3384.094,3386.42,2.326,Shake,Head Movement
3386.42,3388.07,1.65,FaceForward,Head Movement
3388.07,3388.746,0.676,TurnL,Head Movement
3388.594,3394.375,5.781,ListenL,AuralOral Communication
3388.746,3394.364,5.618,TurnL,Head Movement
3394.364,3401.743,7.379,FaceDown,Head Movement
3394.85,3397.106,2.256,TalkU,AuralOral Communication
3397.578,3431.332,33.754,TalkL,AuralOral Communication
3401.743,3407.691,5.948,FaceForward,Head Movement
3407.691,3408.646,0.955,FaceDown,Head Movement
3408.646,3415.081,6.435,FaceForward,Head Movement
3415.081,3416.389,1.308,Nod,Head Movement
3416.389,3422.389,6.0,FaceForward,Head Movement
3422.389,3423.178,0.789,Nod,Head Movement
3423.178,3423.882,0.704,FaceForward,Head Movement
3423.882,3441.278,17.396,TurnL,Head Movement
3431.336,3443.271,11.935,ListenL,AuralOral Communication
3441.28,3446.339,5.059,TurnL,Head Movement
3443.271,3445.356,2.085,TalkL,AuralOral Communication
3445.356,3446.626,1.27,ListenL,AuralOral Communication
3446.339,3449.103,2.764,TurnL,Head Movement
3446.626,3454.679,8.053,TalkU,AuralOral Communication
3449.103,3449.8540000000003,0.751,TurnR,Head Movement
3449.854,3451.018,1.164,TurnL,Head Movement
3451.018,3453.425,2.407,FaceDown,Head Movement
3453.425,3454.031,0.606,TurnL,Head Movement
3454.031,3459.7380000000003,5.707,Phone,Others
3454.031,3458.987,4.956,FaceDown,Head Movement
3454.68,3469.673,14.993,TalkU,AuralOral Communication
3458.99,3460.605,1.615,TurnL,Head Movement
3460.605,3461.923,1.318,TurnR,Head Movement
3461.923,3463.547,1.624,TurnL,Head Movement
3463.555,3469.156,5.601,FaceForward,Head Movement
3469.156,3471.02,1.864,TurnL,Head Movement
3470.523,3471.071,0.548,TalkU,AuralOral Communication
3471.022,3471.741,0.719,,Head Movement
3471.741,3473.957,2.216,FaceDown,Head Movement
3472.276,3473.145,0.869,ListenR,AuralOral Communication
3473.957,3476.502,2.545,TurnL,Head Movement
3476.502,3477.4,0.898,TurnR,Head Movement
3477.41,3486.682,9.272,FaceDown,Head Movement
3478.214,3481.902,3.688,ListenL,AuralOral Communication
3481.902,3483.013,1.111,TalkU,AuralOral Communication
3484.775,3486.294,1.519,TalkU,AuralOral Communication
3486.682,3488.48,1.798,FaceForward,Head Movement
3487.103,3488.342,1.239,ListenU,AuralOral Communication
3488.48,3496.328,7.848,FaceDown,Head Movement
3496.328,3502.732,6.404,FaceDown,Head Movement
3503.125,3512.312,9.187,FaceDown,Head Movement
3505.312,3510.766,5.454,Fidget,Others
3506.853,3508.778,1.925,ListenU ,AuralOral Communication
3509.718,3510.754,1.036,ListenL,AuralOral Communication
3510.754,3515.561,4.807,ListenU,AuralOral Communication
3510.766,3512.233,1.467,Phone,Others
3512.314,3516.509,4.195,TurnL,Head Movement
3515.561,3517.284,1.723,ListenL,AuralOral Communication
3516.509,3517.3610000000003,0.852,TurnR,Head Movement
3517.379,3518.5440000000003,1.165,TurnL,Head Movement
3517.654,3519.446,1.792,ListenU,AuralOral Communication
3518.544,3520.8630000000003,2.319,FaceDown,Head Movement
3519.446,3523.331,3.885,ListenU,AuralOral Communication
3520.864,3521.404,0.54,FaceForward,Head Movement
3521.404,3524.599,3.195,FaceDown,Head Movement
3523.656,3525.024,1.368,ListenU,AuralOral Communication
3524.599,3527.078,2.479,FaceForward,Head Movement
3526.517,3528.933,2.416,TalkU,AuralOral Communication
3527.078,3528.509,1.431,TurnL,Head Movement
3528.509,3529.101,0.592,TurnR,Head Movement
3528.933,3531.1620000000003,2.229,ListenU,AuralOral Communication
3529.101,3531.1620000000003,2.061,FaceDown,Head Movement
3531.162,3533.871,2.709,TurnR,Head Movement
3531.162,3533.054,1.892,ListenR,AuralOral Communication
3533.054,3539.019,5.965,TalkR,AuralOral Communication
3533.871,3535.498,1.627,FaceForward,Head Movement
3535.498,3537.565,2.067,TurnR,Head Movement
3537.565,3539.3450000000003,1.78,Shake,Head Movement
3539.019,3547.21,8.191,ListenR,AuralOral Communication
3539.345,3541.639,2.294,TurnR,Head Movement
3541.639,3543.531,1.892,Nod,Head Movement
3543.531,3550.3630000000003,6.832,FaceForward,Head Movement
3547.494,3552.1510000000003,4.657,TalkR,AuralOral Communication
3550.363,3552.7200000000003,2.357,Shake,Head Movement
3552.72,3555.069,2.349,TurnL,Head Movement
3552.814,3557.507,4.693,ListenL,AuralOral Communication
3555.069,3557.463,2.394,Nod,Head Movement
3557.463,3562.482,5.019,TurnL,Head Movement
3557.507,3560.877,3.37,TalkL,AuralOral Communication
3560.877,3563.753,2.876,ListenL,AuralOral Communication
3562.482,3564.23,1.748,Nod,Head Movement
3564.23,3568.118,3.888,TurnL,Head Movement
3564.293,3566.717,2.424,TalkL,AuralOral Communication
3568.118,3572.241,4.123,FaceForward,Head Movement
3568.152,3582.057,13.905,ListenR,AuralOral Communication
3572.243,3574.686,2.443,Nod,Head Movement
3574.686,3575.996,1.31,TurnR,Head Movement
3575.996,3576.996,1.0,FaceForward,Head Movement
3577.001,3577.833,0.832,TurnL,Head Movement
3577.833,3582.389,4.556,TurnR,Head Movement
3582.389,3583.822,1.433,FaceForward,Head Movement
3583.222,3585.585,2.363,ListenU,AuralOral Communication
3583.822,3585.0240000000003,1.202,FaceForward,Head Movement
3585.024,3588.728,3.704,TurnL,Head Movement
3585.99,3588.914,2.924,TalkU,AuralOral Communication
3588.728,3590.8050000000003,2.077,FaceDown,Head Movement
3588.914,3589.3610000000003,0.447,ListenR,AuralOral Communication
3590.805,3597.935,7.13,TurnL,Head Movement
3592.379,3602.953,10.574,ListenL,AuralOral Communication
3597.945,3599.54,1.595,Nod,Head Movement
3599.54,3602.761,3.221,TurnL,Head Movement
3602.766,3681.158,78.392,N/A ,Others
