,StartTime,StopTime,Duration,ActivityLabel,ActivityType
1120,3158.298,3160.5750000000003,2.277,TalkL,AuralOral Communication
1004,3158.414,3160.627,2.213,Nod,Head Movement
1121,3160.5750000000003,3162.743,2.168,ListenL,AuralOral Communication
1005,3160.627,3162.045,1.418,TurnL,Head Movement
1006,3162.082,3164.351,2.269,Nod,Head Movement
1122,3162.743,3164.132,1.389,TalkL,AuralOral Communication
1123,3164.132,3171.489,7.357,TalkU,AuralOral Communication
1007,3164.351,3166.253,1.902,TurnL,Head Movement
1008,3166.253,3168.7380000000003,2.485,FaceForward,Head Movement
1009,3168.7380000000003,3169.798,1.06,FaceDown,Head Movement
1010,3169.804,3178.494,8.69,TurnL,Head Movement
1124,3171.489,3172.1240000000003,0.635,ListenL,AuralOral Communication
1125,3172.1240000000003,3175.334,3.21,TalkL,AuralOral Communication
1126,3175.334,3178.714,3.38,ListenL,AuralOral Communication
1011,3178.494,3180.3,1.806,FaceForward,Head Movement
1127,3178.714,3204.868,26.154,TalkU,AuralOral Communication
1012,3180.3,3185.004,4.704,TurnL,Head Movement
1013,3185.004,3185.948,0.944,TurnR,Head Movement
1014,3185.959,3189.864,3.905,FaceForward,Head Movement
1015,3189.864,3193.034,3.17,TurnR,Head Movement
1016,3193.034,3201.342,8.308,FaceForward,Head Movement
1017,3201.342,3204.447,3.105,TurnR,Head Movement
1018,3204.447,3222.042,17.595,TurnL,Head Movement
1128,3204.868,3208.251,3.383,ListenL,AuralOral Communication
1129,3208.251,3211.895,3.644,TalkL,AuralOral Communication
1130,3214.725,3216.553,1.828,TalkL,AuralOral Communication
1131,3216.553,3222.391,5.838,TalkL,AuralOral Communication
1019,3222.042,3224.378,2.336,TurnR,Head Movement
1132,3222.391,3225.388,2.997,ListenR,AuralOral Communication
1020,3224.378,3225.896,1.518,FaceForward,Head Movement
1133,3225.388,3243.619,18.231,TalkR,AuralOral Communication
1021,3225.903,3226.5660000000003,0.663,FaceForward,Head Movement
1022,3226.5660000000003,3227.391,0.825,TurnR,Head Movement
1023,3227.396,3230.74,3.344,FaceDown,Head Movement
1024,3230.78,3231.954,1.174,TurnR,Head Movement
1025,3231.954,3235.821,3.867,FaceForward,Head Movement
1026,3235.821,3238.256,2.435,FaceDown,Head Movement
1027,3238.256,3238.591,0.335,TurnR,Head Movement
1028,3238.591,3239.234,0.643,FaceDown,Head Movement
1029,3239.234,3240.948,1.714,TurnR,Head Movement
1030,3240.959,3241.53,0.571,FaceDown,Head Movement
1031,3241.5370000000003,3243.365,1.828,TurnR,Head Movement
1032,3243.367,3257.804,14.437,TurnL,Head Movement
1134,3243.907,3248.929,5.022,TalkL,AuralOral Communication
1135,3252.13,3257.598,5.468,ListenL,AuralOral Communication
1136,3257.598,3259.186,1.588,TalkL,AuralOral Communication
1033,3257.804,3259.829,2.025,TurnL,Head Movement
1137,3259.186,3334.737,75.551,TalkU,AuralOral Communication
1034,3259.829,3266.139,6.31,FaceForward,Head Movement
1035,3266.139,3268.073,1.934,TurnL,Head Movement
1036,3268.073,3268.881,0.808,TurnR,Head Movement
1037,3268.881,3272.741,3.86,FaceForward,Head Movement
1038,3272.741,3274.4410000000003,1.7,TurnR,Head Movement
1039,3274.4410000000003,3277.9790000000003,3.5380000000000003,TurnL,Head Movement
1040,3277.987,3278.727,0.74,TurnR,Head Movement
1041,3278.727,3282.378,3.651,FaceForward,Head Movement
1042,3282.415,3283.79,1.375,TurnL,Head Movement
1043,3283.815,3291.544,7.729,FaceForward,Head Movement
1044,3291.544,3297.048,5.504,TurnL,Head Movement
1045,3297.048,3298.962,1.914,TurnR,Head Movement
1046,3298.962,3303.031,4.069,TurnL,Head Movement
1047,3303.031,3305.486,2.455,TurnR,Head Movement
1048,3305.486,3309.039,3.553,TurnL,Head Movement
1049,3309.039,3310.152,1.113,FaceForward,Head Movement
1050,3310.152,3311.203,1.051,TurnL,Head Movement
1051,3311.207,3311.857,0.65,TurnR,Head Movement
1052,3311.857,3318.067,6.21,FaceForward,Head Movement
1053,3318.078,3319.38,1.302,TurnR,Head Movement
1054,3319.38,3321.432,2.052,Shake,Head Movement
1055,3321.439,3327.663,6.224,TurnL,Head Movement
1056,3327.663,3331.668,4.005,TurnR,Head Movement
1057,3331.673,3335.042,3.369,Shake,Head Movement
1058,3335.048,3335.945,0.897,FaceForward,Head Movement
1138,3335.576,3337.712,2.136,TalkR,AuralOral Communication
1059,3335.947,3337.804,1.857,TurnR,Head Movement
1060,3337.804,3338.594,0.79,TalkL,Head Movement
1061,3338.594,3339.452,0.858,TurnR,Head Movement
1139,3338.727,3351.607,12.88,TalkU,AuralOral Communication
1062,3339.452,3340.176,0.724,FaceDown,Head Movement
1063,3340.176,3345.857,5.681,FaceForward,Head Movement
1064,3345.857,3349.397,3.54,TurnL,Head Movement
1065,3349.397,3351.887,2.49,TurnR,Head Movement
1140,3351.607,3353.263,1.656,TalkU,AuralOral Communication
1066,3351.89,3354.137,2.247,TurnL,Head Movement
1067,3354.145,3355.07,0.925,TurnR,Head Movement
1141,3354.4880000000003,3361.04,6.552,TalkU,AuralOral Communication
1068,3355.07,3356.318,1.248,FaceForward,Head Movement
1069,3356.318,3360.799,4.481,TurnR,Head Movement
1070,3360.799,3363.011,2.212,Nod,Head Movement
1071,3363.011,3365.081,2.07,TurnL,Head Movement
1142,3364.016,3367.704,3.688,ListenU,AuralOral Communication
1072,3365.081,3366.646,1.565,TurnL,Head Movement
1073,3366.646,3369.004,2.358,FaceForward,Head Movement
1143,3368.096,3381.768,13.672,TalkU,AuralOral Communication
1074,3369.004,3370.915,1.911,Shake,Head Movement
1075,3370.915,3371.452,0.537,TurnL,Head Movement
1076,3371.452,3374.319,2.867,FaceDown,Head Movement
1077,3374.324,3376.018,1.694,TurnL,Head Movement
1078,3376.018,3377.3720000000003,1.354,FaceDown,Head Movement
1079,3377.3720000000003,3378.081,0.709,TurnR,Head Movement
1080,3378.081,3380.572,2.491,FaceDown,Head Movement
1081,3380.582,3381.762,1.18,Nod,Head Movement
1082,3381.762,3384.087,2.325,TurnL,Head Movement
1144,3383.849,3384.744,0.895,TalkU,AuralOral Communication
1083,3384.094,3386.42,2.326,Shake,Head Movement
1084,3386.42,3388.07,1.65,FaceForward,Head Movement
1085,3388.07,3388.746,0.676,TurnL,Head Movement
1145,3388.594,3394.375,5.781,ListenL,AuralOral Communication
1086,3388.746,3394.364,5.618,TurnL,Head Movement
1087,3394.364,3401.743,7.379,FaceDown,Head Movement
1146,3394.85,3397.106,2.256,TalkU,AuralOral Communication
1147,3397.578,3431.332,33.754,TalkL,AuralOral Communication
1088,3401.743,3407.691,5.948,FaceForward,Head Movement
1089,3407.691,3408.646,0.955,FaceDown,Head Movement
1090,3408.646,3415.081,6.435,FaceForward,Head Movement
1091,3415.081,3416.389,1.308,Nod,Head Movement
1092,3416.389,3422.389,6.0,FaceForward,Head Movement
1093,3422.389,3423.178,0.789,Nod,Head Movement
1094,3423.178,3423.882,0.704,FaceForward,Head Movement
1095,3423.882,3441.278,17.396,TurnL,Head Movement
1148,3431.336,3443.271,11.935,ListenL,AuralOral Communication
1096,3441.28,3446.339,5.059,TurnL,Head Movement
1149,3443.271,3445.356,2.085,TalkL,AuralOral Communication
1150,3445.356,3446.626,1.27,ListenL,AuralOral Communication
1097,3446.339,3449.103,2.764,TurnL,Head Movement
1151,3446.626,3454.679,8.053,TalkU,AuralOral Communication
1098,3449.103,3449.8540000000003,0.751,TurnR,Head Movement
1099,3449.8540000000003,3451.018,1.164,TurnL,Head Movement
1100,3451.018,3453.425,2.407,FaceDown,Head Movement
1101,3453.425,3454.031,0.606,TurnL,Head Movement
1160,3454.031,3459.7380000000003,5.707,Phone,Others
1102,3454.031,3458.987,4.956,FaceDown,Head Movement
1152,3454.6800000000003,3469.673,14.993,TalkU,AuralOral Communication
1103,3458.99,3460.605,1.615,TurnL,Head Movement
1104,3460.605,3461.923,1.318,TurnR,Head Movement
1105,3461.923,3463.547,1.624,TurnL,Head Movement
1106,3463.5550000000003,3469.156,5.601,FaceForward,Head Movement
1107,3469.156,3471.02,1.864,TurnL,Head Movement
1153,3470.523,3471.071,0.548,TalkU,AuralOral Communication
1108,3471.022,3471.741,0.719,,Head Movement
1109,3471.741,3473.957,2.216,FaceDown,Head Movement
1154,3472.276,3473.145,0.869,ListenR,AuralOral Communication
1110,3473.957,3476.502,2.545,TurnL,Head Movement
1111,3476.502,3477.4,0.898,TurnR,Head Movement
1112,3477.41,3486.682,9.272,FaceDown,Head Movement
1155,3478.214,3481.902,3.688,ListenL,AuralOral Communication
1156,3481.902,3483.013,1.111,TalkU,AuralOral Communication
1157,3484.775,3486.294,1.519,TalkU,AuralOral Communication
1113,3486.682,3488.48,1.798,FaceForward,Head Movement
1158,3487.103,3488.342,1.239,ListenU,AuralOral Communication
1114,3488.48,3496.328,7.848,FaceDown,Head Movement
1115,3496.328,3502.732,6.404,FaceDown,Head Movement
1161,3503.125,3512.312,9.187,FaceDown,Head Movement
1220,3505.312,3510.766,5.454,Fidget,Others
1198,3506.853,3508.778,1.925,ListenU ,AuralOral Communication 
1199,3509.7180000000003,3510.754,1.036,ListenL,AuralOral Communication
1200,3510.754,3515.561,4.807,ListenU,AuralOral Communication
1221,3510.766,3512.233,1.467,Phone,Others
1162,3512.3140000000003,3516.509,4.195,TurnL,Head Movement
1201,3515.561,3517.284,1.723,ListenL,AuralOral Communication
1163,3516.509,3517.3610000000003,0.852,TurnR,Head Movement
1164,3517.379,3518.5440000000003,1.165,TurnL,Head Movement
1202,3517.654,3519.446,1.792,ListenU,AuralOral Communication
1165,3518.5440000000003,3520.8630000000003,2.319,FaceDown,Head Movement
1203,3519.446,3523.331,3.885,ListenU,AuralOral Communication
1166,3520.864,3521.404,0.54,FaceForward,Head Movement
1167,3521.404,3524.599,3.195,FaceDown,Head Movement
1204,3523.656,3525.024,1.368,ListenU,AuralOral Communication
1168,3524.599,3527.078,2.479,FaceForward,Head Movement
1205,3526.5170000000003,3528.933,2.416,TalkU,AuralOral Communication
1169,3527.078,3528.509,1.431,TurnL,Head Movement
1170,3528.509,3529.101,0.592,TurnR,Head Movement
1206,3528.933,3531.1620000000003,2.229,ListenU,AuralOral Communication
1171,3529.101,3531.1620000000003,2.061,FaceDown,Head Movement
1172,3531.1620000000003,3533.871,2.709,TurnR,Head Movement
1207,3531.1620000000003,3533.054,1.892,ListenR,AuralOral Communication
1208,3533.054,3539.019,5.965,TalkR,AuralOral Communication
1173,3533.871,3535.498,1.627,FaceForward,Head Movement
1174,3535.498,3537.565,2.067,TurnR,Head Movement
1175,3537.565,3539.3450000000003,1.78,Shake,Head Movement
1209,3539.019,3547.21,8.191,ListenR,AuralOral Communication
1176,3539.3450000000003,3541.639,2.294,TurnR,Head Movement
1177,3541.639,3543.531,1.892,Nod,Head Movement
1178,3543.531,3550.3630000000003,6.832,FaceForward,Head Movement
1210,3547.494,3552.1510000000003,4.657,TalkR,AuralOral Communication
1179,3550.3630000000003,3552.7200000000003,2.357,Shake,Head Movement
1180,3552.7200000000003,3555.069,2.349,TurnL,Head Movement
1211,3552.8140000000003,3557.507,4.693,ListenL,AuralOral Communication
1181,3555.069,3557.463,2.394,Nod,Head Movement
1182,3557.463,3562.482,5.019,TurnL,Head Movement
1212,3557.507,3560.877,3.37,TalkL,AuralOral Communication
1213,3560.877,3563.753,2.876,ListenL,AuralOral Communication
1183,3562.482,3564.23,1.748,Nod,Head Movement
1184,3564.23,3568.118,3.888,TurnL,Head Movement
1214,3564.293,3566.717,2.424,TalkL,AuralOral Communication
1185,3568.118,3572.241,4.123,FaceForward,Head Movement
1215,3568.152,3582.057,13.905,ListenR,AuralOral Communication
1186,3572.243,3574.686,2.443,Nod,Head Movement
1187,3574.686,3575.996,1.31,TurnR,Head Movement
1188,3575.996,3576.996,1.0,FaceForward,Head Movement
1189,3577.001,3577.833,0.832,TurnL,Head Movement
1190,3577.833,3582.389,4.556,TurnR,Head Movement
1191,3582.389,3583.822,1.433,FaceForward,Head Movement
1216,3583.222,3585.585,2.363,ListenU,AuralOral Communication
1192,3583.822,3585.0240000000003,1.202,FaceForward,Head Movement
1193,3585.0240000000003,3588.728,3.704,TurnL,Head Movement
1217,3585.99,3588.914,2.924,TalkU,AuralOral Communication
1194,3588.728,3590.8050000000003,2.077,FaceDown,Head Movement
1218,3588.914,3589.3610000000003,0.447,ListenR,AuralOral Communication
1195,3590.8050000000003,3597.935,7.13,TurnL,Head Movement
1219,3592.379,3602.953,10.574,ListenL,AuralOral Communication
1196,3597.945,3599.54,1.595,Nod,Head Movement
1197,3599.54,3602.761,3.221,TurnL,Head Movement
1222,3602.766,3681.158,78.392,N/A ,Others 
